order_id,customer_id,order_date,product,quantity,unit_price,order_status
138656,C0795,2024-01-08,Laptop,1,1200,COMPLETED
138657,C0784,2024-03-01,Headphones,2,150,PENDING
138658,C0414,2024-02-27,Laptop,3,1200,COMPLETED
138659,C0244,2024-01-16,Laptop,1,1200,COMPLETED
138660,C0391,2024-04-06,Monitor,2,300,COMPLETED
138661,C0254,2024-04-15,Mouse,1,25,COMPLETED
138662,C0014,2024-01-23,Keyboard,3,75,COMPLETED
138663,C0849,2024-03-01,Monitor,1,300,COMPLETED
138664,C0103,2024-03-13,Keyboard,3,75,COMPLETED
138665,C0701,2024-03-13,Keyboard,3,75,CANCELLED
138666,C0591,2024-02-14,Mouse,2,25,COMPLETED
138667,C0425,2024-03-11,Headphones,1,150,CANCELLED
138668,C0208,2024-03-20,Mouse,3,25,COMPLETED
138669,C0195,2024-01-30,Keyboard,2,75,COMPLETED
138670,C0016,2024-01-09,Mouse,2,25,PENDING
138671,C0043,2024-01-17,Monitor,2,300,COMPLETED
138672,C0415,2024-02-27,Monitor,3,300,COMPLETED
138673,C0836,2024-02-20,Monitor,3,300,CANCELLED
138674,C0619,2024-01-04,Laptop,2,1200,COMPLETED
138675,C0899,2024-01-06,Keyboard,1,75,COMPLETED
138676,C0417,2024-01-07,Keyboard,1,75,COMPLETED
138677,C0004,2024-01-08,Keyboard,3,75,PENDING
138678,C0854,2024-04-16,Headphones,3,150,PENDING
138679,C0357,2024-01-05,Monitor,2,300,COMPLETED
138680,C0690,2024-03-22,Monitor,3,300,CANCELLED
138681,C0671,2024-02-09,Laptop,2,1200,COMPLETED
138682,C0354,2024-01-28,Laptop,2,1200,PENDING
138683,C0279,2024-02-07,Monitor,2,300,COMPLETED
138684,C0564,2024-04-18,Laptop,1,1200,COMPLETED
138685,C0971,2024-01-04,Headphones,1,150,COMPLETED
138686,C0262,2024-02-08,Keyboard,2,75,COMPLETED
138687,C0446,2024-02-17,Headphones,3,150,COMPLETED
138688,C0500,2024-04-19,Laptop,1,1200,CANCELLED
138689,C0309,2024-04-06,Laptop,1,1200,COMPLETED
138690,C0152,2024-02-27,Monitor,2,300,COMPLETED
138691,C0148,2024-02-10,Monitor,2,300,PENDING
138692,C0607,2024-02-05,Keyboard,2,75,COMPLETED
138693,C0039,2024-02-21,Laptop,1,1200,COMPLETED
138694,C0564,2024-04-16,Mouse,1,25,COMPLETED
138695,C0037,2024-04-06,Mouse,1,25,PENDING
138696,C0716,2024-04-15,Monitor,1,300,COMPLETED
138697,C0593,2024-02-19,Laptop,2,1200,COMPLETED
138698,C0961,2024-01-27,Headphones,3,150,COMPLETED
138699,C0111,2024-02-28,Monitor,2,300,COMPLETED
138700,C0551,2024-01-26,Mouse,1,25,COMPLETED
138701,C0045,2024-04-12,Mouse,1,25,COMPLETED
138702,C0636,2024-04-16,Monitor,1,300,COMPLETED
138703,C0112,2024-04-09,Keyboard,3,75,COMPLETED
138704,C0086,2024-03-22,Headphones,1,150,CANCELLED
138705,C0910,2024-01-09,Monitor,1,300,COMPLETED
138706,C0927,2024-02-28,Monitor,2,300,COMPLETED
138707,C0506,2024-01-17,Headphones,3,150,COMPLETED
138708,C0846,2024-01-28,Mouse,3,25,CANCELLED
138709,C0107,2024-04-13,Laptop,2,1200,COMPLETED
138710,C0197,2024-01-28,Keyboard,3,75,COMPLETED
138711,C0838,2024-04-05,Mouse,2,25,PENDING
138712,C0527,2024-04-06,Headphones,1,150,COMPLETED
138713,C0490,2024-04-17,Keyboard,3,75,COMPLETED
138714,C0391,2024-01-23,Mouse,2,25,COMPLETED
138715,C0428,2024-02-11,Keyboard,2,75,COMPLETED
138716,C0889,2024-04-11,Headphones,2,150,COMPLETED
138717,C0035,2024-02-16,Laptop,1,1200,CANCELLED
138718,C0475,2024-04-24,Headphones,2,150,COMPLETED
138719,C0155,2024-04-07,Monitor,3,300,COMPLETED
138720,C0045,2024-01-21,Mouse,3,25,COMPLETED
138721,C0637,2024-01-31,Keyboard,3,75,COMPLETED
138722,C0790,2024-03-17,Laptop,3,1200,COMPLETED
138723,C0012,2024-04-06,Headphones,3,150,COMPLETED
138724,C0267,2024-02-03,Monitor,2,300,COMPLETED
138725,C0317,2024-01-26,Headphones,1,150,COMPLETED
138726,C0085,2024-02-07,Headphones,3,150,COMPLETED
138727,C0830,2024-01-19,Monitor,3,300,PENDING
138728,C0313,2024-04-27,Laptop,3,1200,COMPLETED
138729,C0182,2024-04-09,Monitor,2,300,COMPLETED
138730,C0457,2024-03-19,Headphones,2,150,COMPLETED
138731,C0674,2024-03-26,Keyboard,1,75,COMPLETED
138732,C0991,2024-04-29,Headphones,1,150,COMPLETED
138733,C0376,2024-04-15,Mouse,3,25,COMPLETED
138734,C0155,2024-03-10,Monitor,1,300,COMPLETED
138735,C0395,2024-01-10,Keyboard,1,75,COMPLETED
138736,C0478,2024-01-14,Headphones,2,150,COMPLETED
138737,C0153,2024-04-03,Keyboard,2,75,COMPLETED
138738,C0078,2024-04-03,Headphones,2,150,COMPLETED
138739,C0969,2024-03-28,Keyboard,3,75,COMPLETED
138740,C0960,2024-04-29,Monitor,2,300,COMPLETED
138741,C0153,2024-02-09,Mouse,2,25,COMPLETED
138742,C0519,2024-04-06,Keyboard,1,75,COMPLETED
138743,C0356,2024-02-18,Keyboard,3,75,COMPLETED
138744,C0347,2024-03-02,Laptop,1,1200,COMPLETED
138745,C0423,2024-01-10,Headphones,1,150,COMPLETED
138746,C0067,2024-03-07,Keyboard,1,75,COMPLETED
138747,C0075,2024-01-17,Laptop,1,1200,COMPLETED
138748,C0649,2024-02-24,Laptop,1,1200,PENDING
138749,C0775,2024-03-07,Headphones,3,150,CANCELLED
138750,C0767,2024-03-17,Keyboard,2,75,COMPLETED
138751,C0564,2024-02-07,Laptop,3,1200,COMPLETED
138752,C0190,2024-01-17,Monitor,1,300,CANCELLED
138753,C0530,2024-01-28,Keyboard,3,75,COMPLETED
138754,C0889,2024-04-17,Monitor,2,300,COMPLETED
138755,C0948,2024-01-13,Mouse,2,25,COMPLETED
138756,C0406,2024-01-06,Laptop,3,1200,COMPLETED
138757,C0338,2024-03-29,Laptop,1,1200,PENDING
138758,C0274,2024-01-15,Keyboard,3,75,COMPLETED
138759,C0358,2024-04-24,Monitor,3,300,COMPLETED
138760,C0867,2024-03-07,Mouse,1,25,COMPLETED
138761,C0643,2024-03-17,Keyboard,3,75,COMPLETED
138762,C0360,2024-02-26,Keyboard,1,75,COMPLETED
138763,C0545,2024-02-11,Laptop,3,1200,COMPLETED
138764,C0416,2024-03-03,Headphones,2,150,COMPLETED
138765,C0469,2024-04-27,Headphones,3,150,COMPLETED
138766,C0791,2024-03-05,Monitor,3,300,COMPLETED
138767,C0900,2024-04-29,Keyboard,2,75,CANCELLED
138768,C0455,2024-03-12,Laptop,1,1200,COMPLETED
138769,C0634,2024-01-14,Mouse,1,25,COMPLETED
138770,C0304,2024-04-26,Headphones,2,150,COMPLETED
138771,C0615,2024-03-14,Mouse,1,25,COMPLETED
138772,C0573,2024-03-23,Monitor,2,300,COMPLETED
138773,C0894,2024-04-27,Monitor,3,300,COMPLETED
138774,C0400,2024-03-25,Headphones,1,150,COMPLETED
138775,C0837,2024-04-17,Monitor,3,300,COMPLETED
138776,C0726,2024-03-21,Monitor,3,300,COMPLETED
138777,C0224,2024-03-22,Keyboard,3,75,COMPLETED
138778,C0850,2024-01-04,Headphones,2,150,COMPLETED
138779,C0433,2024-04-16,Monitor,2,300,COMPLETED
138780,C0923,2024-01-28,Headphones,2,150,PENDING
138781,C0958,2024-01-31,Keyboard,3,75,COMPLETED
138782,C0253,2024-04-08,Keyboard,2,75,COMPLETED
138783,C0198,2024-02-15,Mouse,3,25,COMPLETED
138784,C0944,2024-01-03,Keyboard,1,75,COMPLETED
138785,C0418,2024-02-14,Mouse,1,25,COMPLETED
138786,C0400,2024-02-07,Laptop,1,1200,COMPLETED
138787,C0878,2024-02-22,Headphones,3,150,COMPLETED
138788,C0813,2024-03-05,Monitor,2,300,COMPLETED
138789,C0925,2024-04-30,Monitor,1,300,COMPLETED
138790,C0741,2024-03-11,Keyboard,3,75,COMPLETED
138791,C0144,2024-01-01,Mouse,3,25,COMPLETED
138792,C0920,2024-03-02,Headphones,2,150,COMPLETED
138793,C0199,2024-03-24,Monitor,1,300,COMPLETED
138794,C0926,2024-01-18,Monitor,3,300,COMPLETED
138795,C0199,2024-04-02,Mouse,1,25,COMPLETED
138796,C0570,2024-02-11,Mouse,3,25,COMPLETED
138797,C0637,2024-01-10,Monitor,2,300,COMPLETED
138798,C0209,2024-02-09,Monitor,1,300,COMPLETED
138799,C0074,2024-01-26,Monitor,1,300,CANCELLED
138800,C0968,2024-01-10,Mouse,3,25,COMPLETED
138801,C0267,2024-01-26,Headphones,2,150,CANCELLED
138802,C0595,2024-02-13,Headphones,3,150,PENDING
138803,C0373,2024-01-27,Keyboard,3,75,CANCELLED
138804,C0806,2024-03-17,Mouse,2,25,PENDING
138805,C0357,2024-02-17,Headphones,1,150,COMPLETED
138806,C0882,2024-03-08,Headphones,3,150,COMPLETED
138807,C0131,2024-03-24,Monitor,2,300,COMPLETED
138808,C0738,2024-02-16,Headphones,2,150,COMPLETED
138809,C0331,2024-02-20,Headphones,3,150,COMPLETED
138810,C0201,2024-02-18,Keyboard,1,75,COMPLETED
138811,C0621,2024-04-14,Headphones,1,150,PENDING
138812,C0916,2024-03-08,Mouse,3,25,CANCELLED
138813,C0734,2024-04-19,Monitor,1,300,COMPLETED
138814,C0473,2024-02-18,Headphones,3,150,CANCELLED
138815,C0571,2024-03-10,Headphones,2,150,COMPLETED
138816,C0119,2024-04-13,Laptop,1,1200,COMPLETED
138817,C0442,2024-01-25,Laptop,2,1200,COMPLETED
138818,C0310,2024-02-15,Laptop,3,1200,COMPLETED
138819,C0803,2024-01-07,Headphones,2,150,COMPLETED
138820,C0069,2024-02-07,Mouse,1,25,CANCELLED
138821,C0071,2024-04-07,Laptop,1,1200,PENDING
138822,C0529,2024-01-24,Headphones,3,150,COMPLETED
138823,C0588,2024-01-13,Monitor,3,300,COMPLETED
138824,C0522,2024-02-23,Laptop,1,1200,PENDING
138825,C0163,2024-03-29,Mouse,1,25,COMPLETED
138826,C0618,2024-03-05,Monitor,1,300,COMPLETED
138827,C0181,2024-03-30,Laptop,3,1200,PENDING
138828,C0635,2024-01-20,Mouse,2,25,COMPLETED
138829,C0535,2024-02-16,Headphones,3,150,COMPLETED
138830,C0507,2024-01-08,Mouse,3,25,COMPLETED
138831,C0148,2024-01-05,Mouse,3,25,CANCELLED
138832,C0647,2024-03-31,Headphones,1,150,COMPLETED
138833,C0050,2024-02-27,Headphones,3,150,PENDING
138834,C0814,2024-02-17,Mouse,2,25,PENDING
138835,C0846,2024-01-03,Keyboard,2,75,COMPLETED
138836,C0601,2024-02-16,Laptop,2,1200,COMPLETED
138837,C0432,2024-04-15,Laptop,3,1200,COMPLETED
138838,C0081,2024-03-22,Mouse,1,25,PENDING
138839,C0695,2024-04-23,Headphones,2,150,COMPLETED
138840,C0966,2024-01-25,Keyboard,1,75,COMPLETED
138841,C0370,2024-03-17,Keyboard,2,75,COMPLETED
138842,C0028,2024-02-26,Mouse,1,25,COMPLETED
138843,C0054,2024-01-09,Headphones,1,150,COMPLETED
138844,C0560,2024-02-10,Laptop,1,1200,COMPLETED
138845,C0718,2024-04-17,Mouse,2,25,COMPLETED
138846,C0018,2024-04-30,Laptop,1,1200,PENDING
138847,C0200,2024-02-08,Laptop,3,1200,PENDING
138848,C0175,2024-02-29,Laptop,1,1200,COMPLETED
138849,C0824,2024-03-20,Keyboard,2,75,COMPLETED
138850,C0526,2024-03-02,Keyboard,3,75,COMPLETED
138851,C0036,2024-02-09,Monitor,3,300,COMPLETED
138852,C0393,2024-03-02,Keyboard,3,75,COMPLETED
138853,C0320,2024-03-13,Mouse,2,25,COMPLETED
138854,C0805,2024-04-07,Monitor,1,300,COMPLETED
138855,C0240,2024-03-11,Mouse,2,25,COMPLETED
138856,C0666,2024-03-10,Laptop,3,1200,COMPLETED
138857,C0881,2024-04-15,Headphones,1,150,COMPLETED
138858,C0032,2024-03-19,Keyboard,3,75,COMPLETED
138859,C0616,2024-04-02,Headphones,3,150,COMPLETED
138860,C0349,2024-02-02,Keyboard,1,75,COMPLETED
138861,C0522,2024-01-05,Laptop,2,1200,CANCELLED
138862,C0613,2024-01-08,Mouse,2,25,COMPLETED
138863,C0616,2024-01-28,Keyboard,3,75,COMPLETED
138864,C0009,2024-03-24,Mouse,1,25,COMPLETED
138865,C0149,2024-01-02,Mouse,3,25,PENDING
138866,C0522,2024-04-21,Headphones,3,150,COMPLETED
138867,C0958,2024-03-24,Mouse,1,25,COMPLETED
138868,C0331,2024-01-19,Monitor,1,300,COMPLETED
138869,C0982,2024-02-05,Headphones,2,150,COMPLETED
138870,C0862,2024-04-15,Keyboard,1,75,COMPLETED
138871,C0796,2024-04-15,Laptop,1,1200,COMPLETED
138872,C0603,2024-04-03,Headphones,3,150,COMPLETED
138873,C0553,2024-04-27,Mouse,2,25,COMPLETED
138874,C0285,2024-02-08,Monitor,2,300,COMPLETED
138875,C0814,2024-02-08,Mouse,3,25,COMPLETED
138876,C0684,2024-03-25,Monitor,2,300,COMPLETED
138877,C0461,2024-03-29,Mouse,1,25,COMPLETED
138878,C0045,2024-01-21,Headphones,2,150,COMPLETED
138879,C0422,2024-03-22,Monitor,3,300,COMPLETED
138880,C0201,2024-02-14,Headphones,3,150,COMPLETED
138881,C0021,2024-04-25,Keyboard,3,75,COMPLETED
138882,C0116,2024-02-07,Headphones,3,150,COMPLETED
138883,C0932,2024-01-04,Mouse,2,25,PENDING
138884,C0599,2024-03-10,Monitor,3,300,COMPLETED
138885,C0550,2024-01-22,Mouse,1,25,COMPLETED
138886,C0377,2024-04-28,Laptop,2,1200,COMPLETED
138887,C0812,2024-02-14,Laptop,1,1200,COMPLETED
138888,C0559,2024-04-25,Headphones,3,150,COMPLETED
138889,C0555,2024-03-15,Keyboard,3,75,COMPLETED
138890,C0384,2024-04-12,Monitor,3,300,COMPLETED
138891,C0167,2024-02-18,Keyboard,1,75,COMPLETED
138892,C0160,2024-01-28,Keyboard,1,75,CANCELLED
138893,C0947,2024-01-04,Mouse,2,25,PENDING
138894,C0163,2024-03-16,Laptop,2,1200,COMPLETED
138895,C0884,2024-02-26,Mouse,2,25,COMPLETED
138896,C0028,2024-02-22,Monitor,3,300,PENDING
138897,C0594,2024-03-05,Headphones,3,150,COMPLETED
138898,C0864,2024-03-27,Monitor,1,300,CANCELLED
138899,C0144,2024-04-21,Laptop,3,1200,COMPLETED
138900,C0565,2024-01-11,Headphones,2,150,COMPLETED
138901,C0836,2024-02-16,Mouse,1,25,CANCELLED
138902,C0184,2024-03-01,Headphones,3,150,COMPLETED
138903,C0384,2024-01-28,Keyboard,3,75,COMPLETED
138904,C0622,2024-03-11,Laptop,2,1200,COMPLETED
138905,C0909,2024-04-04,Monitor,1,300,CANCELLED
138906,C0087,2024-01-11,Laptop,3,1200,COMPLETED
138907,C0780,2024-02-27,Headphones,2,150,COMPLETED
138908,C0440,2024-02-02,Monitor,3,300,COMPLETED
138909,C0453,2024-01-11,Laptop,3,1200,COMPLETED
138910,C0235,2024-03-31,Headphones,2,150,COMPLETED
138911,C0288,2024-02-27,Laptop,1,1200,COMPLETED
138912,C0042,2024-03-26,Monitor,2,300,CANCELLED
138913,C0703,2024-03-19,Mouse,2,25,COMPLETED
138914,C0085,2024-04-16,Monitor,2,300,COMPLETED
138915,C0430,2024-01-27,Mouse,3,25,COMPLETED
138916,C0167,2024-02-24,Mouse,3,25,COMPLETED
138917,C0435,2024-01-20,Mouse,2,25,CANCELLED
138918,C0885,2024-03-03,Laptop,3,1200,PENDING
138919,C0927,2024-01-15,Headphones,2,150,CANCELLED
138920,C0774,2024-04-14,Keyboard,3,75,COMPLETED
138921,C0651,2024-02-16,Monitor,2,300,COMPLETED
138922,C0691,2024-03-17,Headphones,3,150,COMPLETED
138923,C0368,2024-03-30,Laptop,3,1200,PENDING
138924,C0076,2024-03-01,Laptop,1,1200,PENDING
138925,C0855,2024-03-23,Keyboard,2,75,PENDING
138926,C0416,2024-04-15,Laptop,2,1200,COMPLETED
138927,C0162,2024-02-01,Keyboard,2,75,COMPLETED
138928,C0337,2024-01-17,Monitor,3,300,COMPLETED
138929,C0924,2024-04-23,Keyboard,1,75,COMPLETED
138930,C0324,2024-04-30,Monitor,3,300,CANCELLED
138931,C0190,2024-01-09,Monitor,3,300,COMPLETED
138932,C0360,2024-04-21,Monitor,1,300,PENDING
138933,C0973,2024-04-09,Headphones,2,150,COMPLETED
138934,C0593,2024-03-22,Laptop,2,1200,COMPLETED
138935,C0121,2024-04-17,Monitor,2,300,COMPLETED
138936,C0275,2024-02-09,Keyboard,1,75,COMPLETED
138937,C0887,2024-04-23,Laptop,3,1200,COMPLETED
138938,C0002,2024-03-12,Laptop,2,1200,COMPLETED
138939,C0345,2024-04-30,Monitor,2,300,COMPLETED
138940,C0079,2024-02-08,Mouse,3,25,CANCELLED
138941,C0688,2024-04-18,Mouse,3,25,COMPLETED
138942,C0281,2024-01-31,Headphones,3,150,COMPLETED
138943,C0695,2024-01-18,Keyboard,2,75,COMPLETED
138944,C0108,2024-03-14,Keyboard,2,75,PENDING
138945,C0241,2024-01-28,Keyboard,2,75,COMPLETED
138946,C0544,2024-04-17,Monitor,3,300,COMPLETED
138947,C0951,2024-02-18,Monitor,3,300,COMPLETED
138948,C0824,2024-04-13,Mouse,1,25,COMPLETED
138949,C0507,2024-04-14,Monitor,2,300,CANCELLED
138950,C0450,2024-02-20,Keyboard,1,75,COMPLETED
138951,C0271,2024-03-10,Mouse,3,25,COMPLETED
138952,C0934,2024-01-19,Keyboard,2,75,COMPLETED
138953,C0908,2024-03-26,Keyboard,2,75,COMPLETED
138954,C0772,2024-02-14,Keyboard,3,75,COMPLETED
138955,C0885,2024-02-19,Keyboard,1,75,COMPLETED
138956,C0615,2024-03-25,Mouse,2,25,COMPLETED
138957,C0834,2024-04-19,Mouse,2,25,COMPLETED
138958,C0447,2024-03-26,Mouse,2,25,COMPLETED
138959,C0948,2024-02-24,Laptop,2,1200,COMPLETED
138960,C0680,2024-04-03,Monitor,1,300,CANCELLED
138961,C0540,2024-03-05,Mouse,2,25,COMPLETED
138962,C0865,2024-04-18,Monitor,3,300,COMPLETED
138963,C0290,2024-02-10,Mouse,2,25,COMPLETED
138964,C0224,2024-04-16,Laptop,2,1200,CANCELLED
138965,C0083,2024-03-25,Keyboard,1,75,COMPLETED
138966,C0469,2024-01-29,Headphones,2,150,CANCELLED
138967,C0246,2024-02-24,Laptop,2,1200,COMPLETED
138968,C0436,2024-02-17,Mouse,3,25,COMPLETED
138969,C0663,2024-04-11,Laptop,2,1200,COMPLETED
138970,C0240,2024-01-19,Headphones,3,150,COMPLETED
138971,C0191,2024-02-07,Laptop,2,1200,COMPLETED
138972,C0743,2024-01-06,Laptop,2,1200,COMPLETED
138973,C0795,2024-02-06,Mouse,3,25,COMPLETED
138974,C0250,2024-04-13,Monitor,1,300,COMPLETED
138975,C0367,2024-03-21,Monitor,3,300,PENDING
138976,C0628,2024-02-09,Keyboard,1,75,COMPLETED
138977,C0820,2024-01-21,Laptop,2,1200,COMPLETED
138978,C0545,2024-04-07,Mouse,2,25,CANCELLED
138979,C0452,2024-01-01,Laptop,1,1200,COMPLETED
138980,C0289,2024-01-05,Laptop,3,1200,COMPLETED
138981,C0691,2024-02-27,Keyboard,2,75,COMPLETED
138982,C0322,2024-03-17,Keyboard,1,75,COMPLETED
138983,C0932,2024-02-14,Keyboard,1,75,COMPLETED
138984,C0690,2024-03-10,Monitor,2,300,COMPLETED
138985,C0041,2024-02-11,Keyboard,3,75,COMPLETED
138986,C0401,2024-04-29,Keyboard,1,75,COMPLETED
138987,C0181,2024-01-11,Laptop,1,1200,COMPLETED
138988,C0851,2024-03-27,Keyboard,3,75,COMPLETED
138989,C0941,2024-03-13,Monitor,2,300,COMPLETED
138990,C0657,2024-02-17,Headphones,3,150,COMPLETED
138991,C0846,2024-01-05,Monitor,3,300,COMPLETED
138992,C0196,2024-01-20,Headphones,3,150,COMPLETED
138993,C0052,2024-01-11,Monitor,2,300,CANCELLED
138994,C0524,2024-01-03,Laptop,3,1200,COMPLETED
138995,C0794,2024-03-29,Headphones,1,150,COMPLETED
138996,C0758,2024-02-01,Monitor,3,300,COMPLETED
138997,C0535,2024-03-30,Mouse,3,25,PENDING
138998,C0396,2024-02-12,Monitor,3,300,CANCELLED
138999,C0621,2024-02-22,Mouse,2,25,COMPLETED
139000,C0222,2024-02-22,Mouse,2,25,COMPLETED
139001,C0470,2024-03-04,Keyboard,3,75,COMPLETED
139002,C0150,2024-01-21,Keyboard,2,75,CANCELLED
139003,C0620,2024-01-08,Headphones,1,150,COMPLETED
139004,C0851,2024-04-15,Laptop,2,1200,COMPLETED
139005,C0244,2024-03-05,Laptop,3,1200,COMPLETED
139006,C0594,2024-02-04,Keyboard,1,75,COMPLETED
139007,C0779,2024-03-05,Monitor,1,300,PENDING
139008,C0422,2024-03-28,Keyboard,3,75,COMPLETED
139009,C0074,2024-04-06,Laptop,1,1200,COMPLETED
139010,C0746,2024-02-19,Keyboard,2,75,COMPLETED
139011,C0667,2024-02-22,Mouse,2,25,COMPLETED
139012,C0921,2024-01-13,Monitor,2,300,CANCELLED
139013,C0954,2024-04-02,Headphones,1,150,COMPLETED
139014,C1000,2024-03-23,Mouse,2,25,COMPLETED
139015,C0186,2024-03-13,Headphones,3,150,COMPLETED
139016,C0066,2024-03-15,Keyboard,1,75,COMPLETED
139017,C0070,2024-04-21,Laptop,3,1200,COMPLETED
139018,C0355,2024-01-20,Keyboard,3,75,COMPLETED
139019,C0208,2024-01-25,Headphones,1,150,CANCELLED
139020,C0188,2024-04-23,Keyboard,3,75,COMPLETED
139021,C0074,2024-02-21,Keyboard,1,75,COMPLETED
139022,C0707,2024-02-24,Mouse,2,25,COMPLETED
139023,C0887,2024-04-24,Mouse,1,25,PENDING
139024,C0801,2024-03-16,Headphones,2,150,COMPLETED
139025,C0180,2024-03-07,Headphones,1,150,COMPLETED
139026,C0272,2024-02-20,Mouse,2,25,COMPLETED
139027,C0213,2024-01-02,Monitor,1,300,COMPLETED
139028,C0470,2024-02-29,Headphones,1,150,COMPLETED
139029,C0512,2024-02-03,Headphones,2,150,COMPLETED
139030,C0727,2024-04-11,Mouse,2,25,COMPLETED
139031,C0860,2024-04-07,Headphones,1,150,COMPLETED
139032,C0436,2024-02-03,Headphones,3,150,COMPLETED
139033,C0513,2024-04-10,Monitor,2,300,CANCELLED
139034,C0956,2024-01-16,Headphones,1,150,COMPLETED
139035,C0305,2024-01-06,Keyboard,3,75,COMPLETED
139036,C0468,2024-04-22,Laptop,1,1200,COMPLETED
139037,C0356,2024-01-10,Keyboard,3,75,COMPLETED
139038,C0888,2024-03-04,Mouse,1,25,COMPLETED
139039,C0304,2024-04-27,Monitor,2,300,CANCELLED
139040,C0422,2024-03-30,Headphones,1,150,COMPLETED
139041,C0400,2024-03-12,Headphones,1,150,COMPLETED
139042,C0156,2024-04-29,Laptop,1,1200,COMPLETED
139043,C0584,2024-03-13,Laptop,2,1200,COMPLETED
139044,C0857,2024-01-16,Monitor,2,300,PENDING
139045,C0984,2024-03-06,Keyboard,2,75,COMPLETED
139046,C0088,2024-04-08,Keyboard,3,75,CANCELLED
139047,C0250,2024-01-25,Headphones,3,150,COMPLETED
139048,C0435,2024-04-27,Monitor,1,300,PENDING
139049,C0021,2024-03-31,Monitor,2,300,COMPLETED
139050,C0610,2024-02-08,Laptop,3,1200,COMPLETED
139051,C0114,2024-01-08,Laptop,3,1200,COMPLETED
139052,C0320,2024-03-28,Laptop,2,1200,COMPLETED
139053,C0041,2024-04-19,Keyboard,2,75,COMPLETED
139054,C0249,2024-04-18,Keyboard,1,75,COMPLETED
139055,C0798,2024-03-16,Monitor,1,300,COMPLETED
139056,C0115,2024-02-02,Laptop,3,1200,COMPLETED
139057,C0153,2024-03-18,Mouse,2,25,CANCELLED
139058,C0859,2024-01-09,Headphones,1,150,CANCELLED
139059,C0495,2024-01-26,Laptop,2,1200,COMPLETED
139060,C0358,2024-01-25,Keyboard,1,75,PENDING
139061,C0837,2024-03-15,Laptop,3,1200,COMPLETED
139062,C0017,2024-04-18,Laptop,2,1200,COMPLETED
139063,C0817,2024-04-01,Monitor,1,300,CANCELLED
139064,C0358,2024-02-22,Keyboard,1,75,COMPLETED
139065,C0892,2024-04-18,Laptop,3,1200,COMPLETED
139066,C0102,2024-03-25,Monitor,1,300,PENDING
139067,C0990,2024-03-06,Keyboard,1,75,COMPLETED
139068,C0180,2024-04-22,Monitor,3,300,COMPLETED
139069,C0259,2024-01-21,Headphones,1,150,COMPLETED
139070,C0009,2024-01-21,Keyboard,3,75,COMPLETED
139071,C0676,2024-03-27,Laptop,2,1200,COMPLETED
139072,C0074,2024-03-13,Laptop,3,1200,COMPLETED
139073,C0619,2024-04-18,Monitor,2,300,CANCELLED
139074,C0490,2024-01-25,Headphones,3,150,COMPLETED
139075,C0826,2024-02-16,Laptop,3,1200,COMPLETED
139076,C0994,2024-03-24,Keyboard,2,75,COMPLETED
139077,C0409,2024-02-17,Mouse,3,25,COMPLETED
139078,C0021,2024-04-29,Monitor,3,300,COMPLETED
139079,C0490,2024-04-17,Monitor,1,300,COMPLETED
139080,C0897,2024-02-16,Laptop,1,1200,COMPLETED
139081,C0566,2024-03-06,Mouse,3,25,COMPLETED
139082,C0909,2024-02-02,Laptop,2,1200,COMPLETED
139083,C0226,2024-01-30,Mouse,2,25,COMPLETED
139084,C0945,2024-03-25,Monitor,2,300,COMPLETED
139085,C0030,2024-01-22,Mouse,1,25,PENDING
139086,C0860,2024-03-25,Headphones,1,150,COMPLETED
139087,C0474,2024-04-04,Keyboard,2,75,COMPLETED
139088,C0343,2024-02-09,Mouse,3,25,COMPLETED
139089,C0775,2024-02-24,Laptop,1,1200,PENDING
139090,C0216,2024-01-19,Headphones,3,150,COMPLETED
139091,C0309,2024-01-16,Keyboard,1,75,COMPLETED
139092,C0480,2024-04-21,Keyboard,1,75,COMPLETED
139093,C0955,2024-03-19,Keyboard,3,75,COMPLETED
139094,C0768,2024-04-20,Keyboard,1,75,COMPLETED
139095,C0489,2024-03-28,Mouse,3,25,COMPLETED
139096,C0966,2024-04-17,Headphones,2,150,COMPLETED
139097,C0127,2024-04-03,Keyboard,1,75,COMPLETED
139098,C0793,2024-03-29,Headphones,3,150,COMPLETED
139099,C0380,2024-03-06,Laptop,3,1200,PENDING
139100,C0308,2024-03-18,Laptop,3,1200,COMPLETED
139101,C0203,2024-02-01,Laptop,1,1200,COMPLETED
139102,C0470,2024-04-10,Laptop,2,1200,COMPLETED
139103,C0178,2024-01-06,Laptop,1,1200,PENDING
139104,C0425,2024-03-24,Monitor,1,300,PENDING
139105,C0672,2024-04-13,Monitor,3,300,COMPLETED
139106,C0909,2024-03-16,Monitor,3,300,COMPLETED
139107,C0421,2024-04-11,Keyboard,2,75,PENDING
139108,C0159,2024-01-27,Monitor,2,300,COMPLETED
139109,C0711,2024-01-05,Mouse,2,25,COMPLETED
139110,C0494,2024-03-20,Headphones,1,150,COMPLETED
139111,C0295,2024-01-11,Mouse,2,25,COMPLETED
139112,C0095,2024-01-30,Monitor,3,300,COMPLETED
139113,C0247,2024-01-11,Keyboard,3,75,PENDING
139114,C0926,2024-03-03,Mouse,1,25,COMPLETED
139115,C0091,2024-01-09,Monitor,1,300,COMPLETED
139116,C0030,2024-01-29,Monitor,2,300,COMPLETED
139117,C0213,2024-01-06,Laptop,3,1200,CANCELLED
